CarID,city mpg,Sum of DimCar,Driven_Wheels,Engine Cylinders,Engine Fuel Type,Engine HP,highway MPG,Market Category,Make,Model,MSRP,Number of Doors,Popularity,Transmission Type,Vehicle Size,Vehicle Style,Year
3211,11,3211,REAR WHEEL DRIVE,8,REGULAR UNLEADED,225,15,UNKNOWN,DODGE,RAM WAGON,23360,3,1851,AUTOMATIC,MIDSIZE,PASSENGER VAN,2001
3212,11,3212,REAR WHEEL DRIVE,8,REGULAR UNLEADED,225,14,UNKNOWN,DODGE,RAM WAGON,2332,3,1851,AUTOMATIC,MIDSIZE,PASSENGER VAN,2000
3213,13,3213,REAR WHEEL DRIVE,6,REGULAR UNLEADED,175,15,UNKNOWN,DODGE,RAM WAGON,2326,3,1851,AUTOMATIC,COMPACT,PASSENGER VAN,2000
3214,13,3214,REAR WHEEL DRIVE,6,REGULAR UNLEADED,175,16,UNKNOWN,DODGE,RAM VAN,2087,3,1851,AUTOMATIC,COMPACT,CARGO VAN,2000
3215,12,3215,REAR WHEEL DRIVE,8,REGULAR UNLEADED,225,17,UNKNOWN,DODGE,RAM VAN,2422,3,1851,AUTOMATIC,LARGE,CARGO VAN,2000
3216,12,3216,REAR WHEEL DRIVE,8,REGULAR UNLEADED,225,17,UNKNOWN,DODGE,RAM VAN,2320,3,1851,AUTOMATIC,MIDSIZE,CARGO VAN,2000
3217,13,3217,FOUR WHEEL DRIVE,8,FLEX-FUEL (UNLEADED/E85),310,18,FLEX FUEL,DODGE,RAM PICKUP 1500,25975,2,1851,AUTOMATIC,LARGE,REGULAR CAB PICKUP,2009
3218,12,3218,FOUR WHEEL DRIVE,8,REGULAR UNLEADED,230,15,UNKNOWN,DODGE,RAM 250,2046,2,1851,MANUAL,LARGE,REGULAR CAB PICKUP,1993
3219,14,3219,REAR WHEEL DRIVE,6,REGULAR UNLEADED,210,20,FLEX FUEL,DODGE,RAM PICKUP 1500,21520,2,1851,AUTOMATIC,LARGE,REGULAR CAB PICKUP,2009
3220,14,3220,REAR WHEEL DRIVE,8,REGULAR UNLEADED,390,20,UNKNOWN,DODGE,RAM PICKUP 1500,40270,4,1851,AUTOMATIC,LARGE,CREW CAB PICKUP,2009
3221,12,3221,FOUR WHEEL DRIVE,8,REGULAR UNLEADED,310,16,FLEX FUEL,DODGE,RAM PICKUP 1500,29395,2,1851,MANUAL,LARGE,REGULAR CAB PICKUP,2008
3222,13,3222,REAR WHEEL DRIVE,8,REGULAR UNLEADED,345,19,UNKNOWN,DODGE,RAM PICKUP 1500,38100,4,1851,AUTOMATIC,LARGE,CREW CAB PICKUP,2008
3223,16,3223,REAR WHEEL DRIVE,6,REGULAR UNLEADED,215,19,FLEX FUEL,DODGE,RAM PICKUP 1500,22150,2,1851,MANUAL,LARGE,REGULAR CAB PICKUP,2008
3224,13,3224,REAR WHEEL DRIVE,8,REGULAR UNLEADED,225,15,UNKNOWN,DODGE,RAM CARGO,21580,3,1851,AUTOMATIC,MIDSIZE,CARGO VAN,2003
3225,13,3225,REAR WHEEL DRIVE,8,REGULAR UNLEADED,225,15,UNKNOWN,DODGE,RAM CARGO,23645,3,1851,AUTOMATIC,LARGE,CARGO VAN,2003
3226,13,3226,REAR WHEEL DRIVE,6,REGULAR UNLEADED,175,15,UNKNOWN,DODGE,RAM CARGO,20080,3,1851,AUTOMATIC,MIDSIZE,CARGO VAN,2003
3227,13,3227,REAR WHEEL DRIVE,6,REGULAR UNLEADED,175,15,UNKNOWN,DODGE,RAM CARGO,20035,3,1851,AUTOMATIC,COMPACT,CARGO VAN,2003
3228,13,3228,REAR WHEEL DRIVE,6,REGULAR UNLEADED,175,15,UNKNOWN,DODGE,RAM CARGO,22190,3,1851,AUTOMATIC,LARGE,CARGO VAN,2003
3229,13,3229,REAR WHEEL DRIVE,6,REGULAR UNLEADED,175,15,UNKNOWN,DODGE,RAM CARGO,19320,3,1851,AUTOMATIC,MIDSIZE,CARGO VAN,2002
3230,12,3230,REAR WHEEL DRIVE,8,REGULAR UNLEADED,225,14,UNKNOWN,DODGE,RAM CARGO,20820,3,1851,AUTOMATIC,MIDSIZE,CARGO VAN,2002
3231,13,3231,REAR WHEEL DRIVE,6,REGULAR UNLEADED,175,15,UNKNOWN,DODGE,RAM CARGO,19275,3,1851,AUTOMATIC,COMPACT,CARGO VAN,2002
3232,13,3232,REAR WHEEL DRIVE,6,REGULAR UNLEADED,175,15,UNKNOWN,DODGE,RAM CARGO,21430,3,1851,AUTOMATIC,LARGE,CARGO VAN,2002
3233,12,3233,REAR WHEEL DRIVE,8,REGULAR UNLEADED,225,14,UNKNOWN,DODGE,RAM CARGO,22885,3,1851,AUTOMATIC,LARGE,CARGO VAN,2002
3234,13,3234,REAR WHEEL DRIVE,8,FLEX-FUEL (UNLEADED/E85),310,18,FLEX FUEL,DODGE,RAM PICKUP 1500,28755,4,1851,AUTOMATIC,LARGE,CREW CAB PICKUP,2008
3235,13,3235,REAR WHEEL DRIVE,6,REGULAR UNLEADED,175,15,UNKNOWN,DODGE,RAM CARGO,20850,3,1851,AUTOMATIC,LARGE,CARGO VAN,2001
3236,13,3236,REAR WHEEL DRIVE,6,REGULAR UNLEADED,175,15,UNKNOWN,DODGE,RAM CARGO,18695,3,1851,AUTOMATIC,COMPACT,CARGO VAN,2001
3237,13,3237,REAR WHEEL DRIVE,6,REGULAR UNLEADED,175,15,UNKNOWN,DODGE,RAM CARGO,18740,3,1851,AUTOMATIC,MIDSIZE,CARGO VAN,2001
3238,12,3238,REAR WHEEL DRIVE,8,REGULAR UNLEADED,225,17,UNKNOWN,DODGE,RAM CARGO,20240,3,1851,AUTOMATIC,MIDSIZE,CARGO VAN,2001
3239,17,3239,FOUR WHEEL DRIVE,4,REGULAR UNLEADED,116,20,UNKNOWN,DODGE,RAM 50 PICKUP,2000,2,1851,MANUAL,COMPACT,REGULAR CAB PICKUP,1993
3240,17,3240,REAR WHEEL DRIVE,4,REGULAR UNLEADED,116,22,UNKNOWN,DODGE,RAM 50 PICKUP,2000,2,1851,MANUAL,COMPACT,REGULAR CAB PICKUP,1993
3241,17,3241,REAR WHEEL DRIVE,4,REGULAR UNLEADED,115,22,UNKNOWN,DODGE,RAM 50 PICKUP,2000,2,1851,MANUAL,COMPACT,REGULAR CAB PICKUP,1992
3242,17,3242,REAR WHEEL DRIVE,4,REGULAR UNLEADED,116,22,UNKNOWN,DODGE,RAM 50 PICKUP,2000,2,1851,MANUAL,COMPACT,REGULAR CAB PICKUP,1992
3243,17,3243,FOUR WHEEL DRIVE,4,REGULAR UNLEADED,116,20,UNKNOWN,DODGE,RAM 50 PICKUP,2000,2,1851,MANUAL,COMPACT,REGULAR CAB PICKUP,1992
3244,17,3244,FOUR WHEEL DRIVE,4,REGULAR UNLEADED,116,20,UNKNOWN,DODGE,RAM 50 PICKUP,2000,2,1851,MANUAL,COMPACT,REGULAR CAB PICKUP,1991
3245,17,3245,REAR WHEEL DRIVE,4,REGULAR UNLEADED,116,22,UNKNOWN,DODGE,RAM 50 PICKUP,2000,2,1851,MANUAL,COMPACT,REGULAR CAB PICKUP,1991
3246,15,3246,FOUR WHEEL DRIVE,6,REGULAR UNLEADED,143,20,UNKNOWN,DODGE,RAM 50 PICKUP,2000,2,1851,MANUAL,COMPACT,REGULAR CAB PICKUP,1991
3247,15,3247,FOUR WHEEL DRIVE,6,REGULAR UNLEADED,143,20,UNKNOWN,DODGE,RAM 50 PICKUP,2000,2,1851,MANUAL,COMPACT,EXTENDED CAB PICKUP,1991
3248,17,3248,REAR WHEEL DRIVE,4,REGULAR UNLEADED,116,22,UNKNOWN,DODGE,RAM 50 PICKUP,2000,2,1851,MANUAL,COMPACT,EXTENDED CAB PICKUP,1991
3249,12,3249,REAR WHEEL DRIVE,8,REGULAR UNLEADED,225,17,UNKNOWN,DODGE,RAM CARGO,22305,3,1851,AUTOMATIC,LARGE,CARGO VAN,2001
3250,13,3250,REAR WHEEL DRIVE,8,REGULAR UNLEADED,345,19,UNKNOWN,DODGE,RAM PICKUP 1500,36230,4,1851,AUTOMATIC,LARGE,CREW CAB PICKUP,2008
3251,12,3251,FOUR WHEEL DRIVE,8,REGULAR UNLEADED,310,16,FLEX FUEL,DODGE,RAM PICKUP 1500,26705,2,1851,MANUAL,LARGE,REGULAR CAB PICKUP,2008
3252,13,3252,REAR WHEEL DRIVE,8,REGULAR UNLEADED,310,17,FLEX FUEL,DODGE,RAM PICKUP 1500,30775,4,1851,MANUAL,LARGE,CREW CAB PICKUP,2008
3253,15,3253,REAR WHEEL DRIVE,6,REGULAR UNLEADED,210,20,FLEX FUEL,DODGE,DAKOTA,27315,4,1851,AUTOMATIC,COMPACT,EXTENDED CAB PICKUP,2009
3254,14,3254,REAR WHEEL DRIVE,8,FLEX-FUEL (UNLEADED/E85),310,19,FLEX FUEL,DODGE,RAM PICKUP 1500,29725,4,1851,AUTOMATIC,LARGE,CREW CAB PICKUP,2009
3255,13,3255,FOUR WHEEL DRIVE,8,FLEX-FUEL (UNLEADED/E85),310,18,FLEX FUEL,DODGE,RAM PICKUP 1500,29585,2,1851,AUTOMATIC,LARGE,REGULAR CAB PICKUP,2009
3256,14,3256,REAR WHEEL DRIVE,8,FLEX-FUEL (UNLEADED/E85),310,19,FLEX FUEL,DODGE,RAM PICKUP 1500,26015,2,1851,AUTOMATIC,LARGE,REGULAR CAB PICKUP,2009
3257,13,3257,FOUR WHEEL DRIVE,8,FLEX-FUEL (UNLEADED/E85),310,18,FLEX FUEL,DODGE,RAM PICKUP 1500,35100,4,1851,AUTOMATIC,LARGE,CREW CAB PICKUP,2009
3258,14,3258,REAR WHEEL DRIVE,8,FLEX-FUEL (UNLEADED/E85),310,19,FLEX FUEL,DODGE,RAM PICKUP 1500,29530,4,1851,AUTOMATIC,LARGE,CREW CAB PICKUP,2009
3259,13,3259,FOUR WHEEL DRIVE,8,FLEX-FUEL (UNLEADED/E85),310,18,FLEX FUEL,DODGE,RAM PICKUP 1500,29285,2,1851,AUTOMATIC,LARGE,REGULAR CAB PICKUP,2009
3260,14,3260,REAR WHEEL DRIVE,6,REGULAR UNLEADED,210,20,FLEX FUEL,DODGE,RAM PICKUP 1500,25575,4,1851,AUTOMATIC,LARGE,CREW CAB PICKUP,2009
3261,13,3261,FOUR WHEEL DRIVE,8,FLEX-FUEL (UNLEADED/E85),310,18,FLEX FUEL,DODGE,RAM PICKUP 1500,29985,4,1851,AUTOMATIC,LARGE,CREW CAB PICKUP,2009
3262,13,3262,FOUR WHEEL DRIVE,8,FLEX-FUEL (UNLEADED/E85),310,18,FLEX FUEL,DODGE,RAM PICKUP 1500,26275,2,1851,AUTOMATIC,LARGE,REGULAR CAB PICKUP,2009
3263,13,3263,FOUR WHEEL DRIVE,8,FLEX-FUEL (UNLEADED/E85),310,18,FLEX FUEL,DODGE,RAM PICKUP 1500,32750,4,1851,AUTOMATIC,LARGE,CREW CAB PICKUP,2009
3264,14,3264,REAR WHEEL DRIVE,8,REGULAR UNLEADED,390,20,UNKNOWN,DODGE,RAM PICKUP 1500,38120,4,1851,AUTOMATIC,LARGE,CREW CAB PICKUP,2009
3265,14,3265,REAR WHEEL DRIVE,8,FLEX-FUEL (UNLEADED/E85),310,19,FLEX FUEL,DODGE,RAM PICKUP 1500,31880,4,1851,AUTOMATIC,LARGE,CREW CAB PICKUP,2009
3266,13,3266,FOUR WHEEL DRIVE,8,REGULAR UNLEADED,390,18,UNKNOWN,DODGE,RAM PICKUP 1500,43490,4,1851,AUTOMATIC,LARGE,CREW CAB PICKUP,2009
3267,13,3267,REAR WHEEL DRIVE,8,FLEX-FUEL (UNLEADED/E85),310,18,FLEX FUEL,DODGE,RAM PICKUP 1500,31445,4,1851,AUTOMATIC,LARGE,CREW CAB PICKUP,2008
3268,12,3268,FOUR WHEEL DRIVE,8,REGULAR UNLEADED,310,16,FLEX FUEL,DODGE,RAM PICKUP 1500,29055,2,1851,MANUAL,LARGE,REGULAR CAB PICKUP,2008
3269,12,3269,FOUR WHEEL DRIVE,8,REGULAR UNLEADED,310,16,FLEX FUEL,DODGE,RAM PICKUP 1500,34275,4,1851,MANUAL,LARGE,CREW CAB PICKUP,2008
3270,16,3270,REAR WHEEL DRIVE,6,REGULAR UNLEADED,215,19,FLEX FUEL,DODGE,RAM PICKUP 1500,22435,2,1851,MANUAL,LARGE,REGULAR CAB PICKUP,2008
3271,13,3271,FOUR WHEEL DRIVE,8,REGULAR UNLEADED,345,17,UNKNOWN,DODGE,RAM PICKUP 1500,39780,4,1851,AUTOMATIC,LARGE,CREW CAB PICKUP,2008
3272,13,3272,FOUR WHEEL DRIVE,8,REGULAR UNLEADED,345,17,UNKNOWN,DODGE,RAM PICKUP 1500,36980,4,1851,AUTOMATIC,LARGE,CREW CAB PICKUP,2008
3273,13,3273,REAR WHEEL DRIVE,8,REGULAR UNLEADED,310,17,FLEX FUEL,DODGE,RAM PICKUP 1500,25720,2,1851,MANUAL,LARGE,REGULAR CAB PICKUP,2008
3274,13,3274,FOUR WHEEL DRIVE,8,REGULAR UNLEADED,345,17,UNKNOWN,DODGE,RAM PICKUP 1500,41350,4,1851,AUTOMATIC,LARGE,CREW CAB PICKUP,2008
3275,13,3275,FOUR WHEEL DRIVE,8,FLEX-FUEL (UNLEADED/E85),310,17,FLEX FUEL,DODGE,RAM PICKUP 1500,32155,4,1851,AUTOMATIC,LARGE,CREW CAB PICKUP,2008
3276,12,3276,FOUR WHEEL DRIVE,8,REGULAR UNLEADED,310,16,FLEX FUEL,DODGE,RAM PICKUP 1500,27045,2,1851,MANUAL,LARGE,REGULAR CAB PICKUP,2008
3277,13,3277,REAR WHEEL DRIVE,8,REGULAR UNLEADED,345,19,UNKNOWN,DODGE,RAM PICKUP 1500,33730,4,1851,AUTOMATIC,LARGE,CREW CAB PICKUP,2008
3278,16,3278,REAR WHEEL DRIVE,6,REGULAR UNLEADED,215,19,FLEX FUEL,DODGE,RAM PICKUP 1500,26320,4,1851,MANUAL,LARGE,CREW CAB PICKUP,2008
3279,12,3279,FOUR WHEEL DRIVE,8,REGULAR UNLEADED,310,16,FLEX FUEL,DODGE,RAM PICKUP 1500,30655,4,1851,MANUAL,LARGE,CREW CAB PICKUP,2008
3280,13,3280,FOUR WHEEL DRIVE,8,FLEX-FUEL (UNLEADED/E85),310,17,FLEX FUEL,DODGE,RAM PICKUP 1500,34865,4,1851,AUTOMATIC,LARGE,CREW CAB PICKUP,2008
3281,13,3281,REAR WHEEL DRIVE,8,REGULAR UNLEADED,310,17,FLEX FUEL,DODGE,RAM PICKUP 1500,25435,2,1851,MANUAL,LARGE,REGULAR CAB PICKUP,2008
3282,14,3282,REAR WHEEL DRIVE,6,REGULAR UNLEADED,210,20,FLEX FUEL,DODGE,RAM PICKUP 1500,21820,2,1851,AUTOMATIC,LARGE,REGULAR CAB PICKUP,2009
3283,14,3283,FOUR WHEEL DRIVE,6,REGULAR UNLEADED,210,18,FLEX FUEL,DODGE,DAKOTA,26810,4,1851,AUTOMATIC,COMPACT,EXTENDED CAB PICKUP,2009
3284,15,3284,REAR WHEEL DRIVE,6,REGULAR UNLEADED,210,20,FLEX FUEL,DODGE,DAKOTA,25305,4,1851,AUTOMATIC,COMPACT,CREW CAB PICKUP,2010
3285,15,3285,REAR WHEEL DRIVE,6,REGULAR UNLEADED,210,20,FLEX FUEL,DODGE,DAKOTA,26405,4,1851,AUTOMATIC,COMPACT,CREW CAB PICKUP,2009
3286,15,3286,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (RECOMMENDED),485,25,HIGH-PERFORMANCE,DODGE,CHARGER,44995,4,1851,AUTOMATIC,LARGE,SEDAN,2017
3287,18,3287,ALL WHEEL DRIVE,6,REGULAR UNLEADED,292,27,UNKNOWN,DODGE,CHARGER,31995,4,1851,AUTOMATIC,LARGE,SEDAN,2017
3288,15,3288,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (RECOMMENDED),485,25,HIGH-PERFORMANCE,DODGE,CHARGER,39995,4,1851,AUTOMATIC,LARGE,SEDAN,2017
3289,15,3289,REAR WHEEL DRIVE,8,REGULAR UNLEADED,375,23,PERFORMANCE,DODGE,CHALLENGER,38795,2,1851,MANUAL,LARGE,COUPE,2015
3290,19,3290,REAR WHEEL DRIVE,6,REGULAR UNLEADED,305,30,PERFORMANCE,DODGE,CHALLENGER,29995,2,1851,AUTOMATIC,LARGE,COUPE,2015
3291,14,3291,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (RECOMMENDED),485,23,"FACTORY TUNER,HIGH-PERFORMANCE",DODGE,CHALLENGER,37995,2,1851,MANUAL,LARGE,COUPE,2015
3292,15,3292,REAR WHEEL DRIVE,8,REGULAR UNLEADED,375,23,PERFORMANCE,DODGE,CHALLENGER,35795,2,1851,MANUAL,LARGE,COUPE,2015
3293,14,3293,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (RECOMMENDED),485,23,"FACTORY TUNER,HIGH-PERFORMANCE",DODGE,CHALLENGER,42595,2,1851,MANUAL,LARGE,COUPE,2015
3294,15,3294,REAR WHEEL DRIVE,8,REGULAR UNLEADED,375,23,PERFORMANCE,DODGE,CHALLENGER,31995,2,1851,MANUAL,LARGE,COUPE,2015
3295,14,3295,FOUR WHEEL DRIVE,6,REGULAR UNLEADED,210,18,FLEX FUEL,DODGE,DAKOTA,29985,4,1851,AUTOMATIC,COMPACT,EXTENDED CAB PICKUP,2009
3296,19,3296,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,200,25,PERFORMANCE,DODGE,STRATUS,23335,4,1851,AUTOMATIC,MIDSIZE,SEDAN,2005
3297,19,3297,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,200,25,PERFORMANCE,DODGE,STRATUS,21735,4,1851,AUTOMATIC,MIDSIZE,SEDAN,2005
3298,19,3298,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,142,26,UNKNOWN,DODGE,STRATUS,20675,2,1851,AUTOMATIC,MIDSIZE,COUPE,2004
3299,21,3299,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,147,29,UNKNOWN,DODGE,STRATUS,19850,2,1851,MANUAL,MIDSIZE,COUPE,2004
3300,17,3300,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,200,25,PERFORMANCE,DODGE,STRATUS,22370,4,1851,MANUAL,MIDSIZE,SEDAN,2004
3301,19,3301,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,200,25,UNKNOWN,DODGE,STRATUS,20820,4,1851,AUTOMATIC,MIDSIZE,SEDAN,2004
3302,20,3302,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,150,27,UNKNOWN,DODGE,STRATUS,19970,4,1851,AUTOMATIC,MIDSIZE,SEDAN,2004
3303,19,3303,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,200,26,UNKNOWN,DODGE,STRATUS,19690,4,1851,AUTOMATIC,MIDSIZE,SEDAN,2004
3304,18,3304,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,200,25,PERFORMANCE,DODGE,STRATUS,23520,2,1851,AUTOMATIC,MIDSIZE,COUPE,2004
3305,16,3305,REAR WHEEL DRIVE,8,REGULAR UNLEADED,370,25,HIGH-PERFORMANCE,DODGE,CHARGER,39890,4,1851,AUTOMATIC,LARGE,SEDAN,2017
3306,19,3306,REAR WHEEL DRIVE,6,REGULAR UNLEADED,292,30,PERFORMANCE,DODGE,CHARGER,29995,4,1851,AUTOMATIC,LARGE,SEDAN,2017
3307,18,3307,ALL WHEEL DRIVE,6,REGULAR UNLEADED,292,27,UNKNOWN,DODGE,CHARGER,30245,4,1851,AUTOMATIC,LARGE,SEDAN,2017
3308,13,3308,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (RECOMMENDED),707,22,"FACTORY TUNER,HIGH-PERFORMANCE",DODGE,CHARGER,65945,4,1851,AUTOMATIC,LARGE,SEDAN,2017
3309,15,3309,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (RECOMMENDED),485,25,"FACTORY TUNER,HIGH-PERFORMANCE",DODGE,CHARGER,47995,4,1851,AUTOMATIC,LARGE,SEDAN,2015
3310,15,3310,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (RECOMMENDED),485,25,HIGH-PERFORMANCE,DODGE,CHARGER,39995,4,1851,AUTOMATIC,LARGE,SEDAN,2015
3311,13,3311,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (RECOMMENDED),707,22,"FACTORY TUNER,HIGH-PERFORMANCE",DODGE,CHARGER,62295,4,1851,AUTOMATIC,LARGE,SEDAN,2015
3312,16,3312,REAR WHEEL DRIVE,8,REGULAR UNLEADED,370,25,HIGH-PERFORMANCE,DODGE,CHARGER,33595,4,1851,AUTOMATIC,LARGE,SEDAN,2015
3313,19,3313,REAR WHEEL DRIVE,6,REGULAR UNLEADED,292,31,UNKNOWN,DODGE,CHARGER,27995,4,1851,AUTOMATIC,LARGE,SEDAN,2015
3314,16,3314,REAR WHEEL DRIVE,8,REGULAR UNLEADED,370,25,HIGH-PERFORMANCE,DODGE,CHARGER,36595,4,1851,AUTOMATIC,LARGE,SEDAN,2015
3315,18,3315,ALL WHEEL DRIVE,6,REGULAR UNLEADED,292,27,UNKNOWN,DODGE,CHARGER,30995,4,1851,AUTOMATIC,LARGE,SEDAN,2015
3316,19,3316,REAR WHEEL DRIVE,6,REGULAR UNLEADED,292,31,UNKNOWN,DODGE,CHARGER,29995,4,1851,AUTOMATIC,LARGE,SEDAN,2015
3317,19,3317,REAR WHEEL DRIVE,6,REGULAR UNLEADED,292,31,UNKNOWN,DODGE,CHARGER,27995,4,1851,AUTOMATIC,LARGE,SEDAN,2016
3318,18,3318,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,200,26,PERFORMANCE,DODGE,STRATUS,22695,2,1851,MANUAL,MIDSIZE,COUPE,2004
3319,13,3319,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (RECOMMENDED),707,22,"FACTORY TUNER,HIGH-PERFORMANCE",DODGE,CHARGER,65945,4,1851,AUTOMATIC,LARGE,SEDAN,2016
3320,15,3320,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (RECOMMENDED),485,25,HIGH-PERFORMANCE,DODGE,CHARGER,39995,4,1851,AUTOMATIC,LARGE,SEDAN,2016
3321,15,3321,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (RECOMMENDED),485,25,"FACTORY TUNER,HIGH-PERFORMANCE",DODGE,CHARGER,50995,4,1851,AUTOMATIC,LARGE,SEDAN,2016
3322,16,3322,REAR WHEEL DRIVE,8,REGULAR UNLEADED,370,25,HIGH-PERFORMANCE,DODGE,CHARGER,36895,4,1851,AUTOMATIC,LARGE,SEDAN,2016
3323,19,3323,ALL WHEEL DRIVE,6,REGULAR UNLEADED,292,31,UNKNOWN,DODGE,CHARGER,31995,4,1851,AUTOMATIC,LARGE,SEDAN,2016
3324,16,3324,REAR WHEEL DRIVE,8,REGULAR UNLEADED,370,25,HIGH-PERFORMANCE,DODGE,CHARGER,33895,4,1851,AUTOMATIC,LARGE,SEDAN,2016
3325,19,3325,ALL WHEEL DRIVE,6,REGULAR UNLEADED,292,31,UNKNOWN,DODGE,CHARGER,30245,4,1851,AUTOMATIC,LARGE,SEDAN,2016
3326,19,3326,REAR WHEEL DRIVE,6,REGULAR UNLEADED,292,30,UNKNOWN,DODGE,CHARGER,27995,4,1851,AUTOMATIC,LARGE,SEDAN,2017
3327,16,3327,REAR WHEEL DRIVE,8,REGULAR UNLEADED,370,25,HIGH-PERFORMANCE,DODGE,CHARGER,34790,4,1851,AUTOMATIC,LARGE,SEDAN,2017
3328,15,3328,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (RECOMMENDED),485,25,"FACTORY TUNER,HIGH-PERFORMANCE",DODGE,CHARGER,51145,4,1851,AUTOMATIC,LARGE,SEDAN,2017
3329,19,3329,REAR WHEEL DRIVE,6,REGULAR UNLEADED,292,31,PERFORMANCE,DODGE,CHARGER,29995,4,1851,AUTOMATIC,LARGE,SEDAN,2016
3330,15,3330,REAR WHEEL DRIVE,8,REGULAR UNLEADED,375,23,HIGH-PERFORMANCE,DODGE,CHALLENGER,40140,2,1851,MANUAL,LARGE,COUPE,2017
3331,19,3331,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,200,25,PERFORMANCE,DODGE,STRATUS,21450,4,1851,AUTOMATIC,MIDSIZE,SEDAN,2004
3332,16,3332,ALL WHEEL DRIVE,6,REGULAR UNLEADED,320,22,"FACTORY TUNER,PERFORMANCE",DODGE,STEALTH,3732,2,1851,MANUAL,COMPACT,COUPE,1996
3333,24,3333,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,158,32,UNKNOWN,DODGE,CALIBER,18730,4,1851,MANUAL,COMPACT,WAGON,2012
3334,24,3334,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,158,32,UNKNOWN,DODGE,CALIBER,17380,4,1851,MANUAL,COMPACT,WAGON,2012
3335,23,3335,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,158,27,UNKNOWN,DODGE,CALIBER,18765,4,1851,AUTOMATIC,COMPACT,WAGON,2012
3336,28,3336,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,92,35,UNKNOWN,DODGE,COLT,2000,2,1851,MANUAL,COMPACT,COUPE,1994
3337,23,3337,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,113,30,UNKNOWN,DODGE,COLT,2000,4,1851,MANUAL,COMPACT,SEDAN,1994
3338,28,3338,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,92,36,UNKNOWN,DODGE,COLT,2000,4,1851,MANUAL,COMPACT,SEDAN,1993
3339,23,3339,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,113,31,UNKNOWN,DODGE,COLT,2000,4,1851,MANUAL,COMPACT,SEDAN,1993
3340,28,3340,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,92,36,UNKNOWN,DODGE,COLT,2000,2,1851,MANUAL,COMPACT,COUPE,1993
3341,25,3341,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,92,32,HATCHBACK,DODGE,COLT,2000,2,1851,MANUAL,COMPACT,2DR HATCHBACK,1992
3342,17,3342,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,150,24,FLEX FUEL,DODGE,CARAVAN,19055,4,1851,AUTOMATIC,COMPACT,PASSENGER MINIVAN,2007
3343,17,3343,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,170,24,FLEX FUEL,DODGE,CARAVAN,20555,4,1851,AUTOMATIC,COMPACT,CARGO MINIVAN,2007
3344,17,3344,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,170,24,UNKNOWN,DODGE,CARAVAN,22995,4,1851,AUTOMATIC,COMPACT,PASSENGER MINIVAN,2007
3345,17,3345,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,180,24,UNKNOWN,DODGE,CARAVAN,22520,4,1851,AUTOMATIC,LARGE,PASSENGER MINIVAN,2006
3346,17,3346,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,150,24,FLEX FUEL,DODGE,CARAVAN,18630,4,1851,AUTOMATIC,LARGE,PASSENGER MINIVAN,2006
3347,17,3347,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,180,24,FLEX FUEL,DODGE,CARAVAN,20130,4,1851,AUTOMATIC,LARGE,CARGO MINIVAN,2006
3348,17,3348,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,180,24,UNKNOWN,DODGE,CARAVAN,22225,4,1851,AUTOMATIC,LARGE,PASSENGER MINIVAN,2005
3349,17,3349,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,180,24,UNKNOWN,DODGE,CARAVAN,19835,4,1851,AUTOMATIC,LARGE,CARGO MINIVAN,2005
